"Block height","Time(UTC)","From","To","Direction","Amount"
"3255018","2024-06-25T10:24:36.001","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5Ck8mmpqFYs6Z7fuzn1WMVVVK1V43jY65y4Wb7ktgF9Kgpcy","Out",0.0047
"3255011","2024-06-25T10:23:12.001","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5HBvHnmukXfa8dWVmFts3p7e3KsUhKd15FVhbREZczyUh8ec","Out",1.79768036
"3255008","2024-06-25T10:22:36","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5F1ptM6zJzRtizucUJQETiqdDaNknFtA8Pk93b66o58JfHEc","Out",15.9222
"3254947","2024-06-25T10:10:12.002","5DGDeZQjjrUs4BHfZ4qcRuy9fz7fMm6CkSRskCizpsqL99Wv","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","In",74.99987544
"3254903","2024-06-25T10:01:24.001","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5ECeMWttCjA93KiHLgwS38wUz3y2gFEF94ksXc1eyXDHn7hx","Out",0.68487948
"3254899","2024-06-25T10:00:36","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5DvtVc9KShXkpniKdL3eyesY25KwdGCABnQFKubT4WYoC8vg","Out",4.3021932
"3254879","2024-06-25T09:56:36","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5HEBHivtq18HfzLuizozRzfJTD2xrVsnYUHNsA48ASCweQux","Out",0.37344343
"3254834","2024-06-25T09:47:36.005","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5CfzwaNefARc53Y1XFPSE6MCktCh2b9L67JZx9HMiwp8a4nm","Out",290.0877455
"3254824","2024-06-25T09:45:36","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5FLHZTAP4hvkuvHSrnqLTNmeE3QbQkfPsK7j9aKhuLzTeCV9","Out",0.1997
"3254797","2024-06-25T09:40:12.001","5DGpdPLmD3rWjUK1jH1bnqxDC1NciyASYGwGw4vcSAxTh7Jw","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","In",11.99387544
"3254680","2024-06-25T09:16:48","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5Gn8hH3sCAzUHxYxtsujRAXLBLa1ozvhBqwFmyWajFsP5z4B","Out",0.9997
"3254658","2024-06-25T09:12:24","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5CVK6pF7MdqxhhC3di8zH1appEBwmWDn1DWmKwQb8Yb56oZb","Out",0.4997
"3254641","2024-06-25T09:09:00","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5HTGgrHWNnjWcLVEjZsjJy3sS1qiKeyPywRnavSz9DVJDRg7","Out",69.9997
"3254638","2024-06-25T09:08:24.001","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5F7LL8U51mLoKhF2LNrDpcedqMFrMmJxDQc2iSoMqNEWACAk","Out",0.4780212
"3254628","2024-06-25T09:06:24","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5Gs1Kx2xpj3KGQg4Qqrf6XjUBXTS2pQJ25MsXSpojXHjgz9A","Out",1.9997
"3254609","2024-06-25T09:02:36","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5Gn8hH3sCAzUHxYxtsujRAXLBLa1ozvhBqwFmyWajFsP5z4B","Out",0.9997
"3254598","2024-06-25T09:00:12.001","5D67ZrkyMGMneFu3f2u4a2gYqgJCRUTqjUdMzokH4ctrdNEw","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","In",19.255501763
"3254598","2024-06-25T09:00:12.001","5DECM8gEqWHvU5gY2pYNbt1BDmxG58hoEobPhgC3qP32w4iH","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","In",1.320750441
"3254584","2024-06-25T08:57:24.001","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5FZExVUv6gkTkguSonNZBgexTLmbS4ChrAkpxJFaVQTDrvjE","Out",4.4997
"3254565","2024-06-25T08:53:36","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","5FZqxU1YFHSPUhcjsXBUPpfoA9FzNFpRBUFdLEZ96SGFoUFr","Out",9.9258638
"3254548","2024-06-25T08:50:12.003","5CR8ndonvzbrEhMGmzqiDa81qrSPRsxCSmwjKwbbMW7SjeRX","5GBnPzvPghS8AuCoo6bfnK7JUFHuyUhWSFD4woBNsKnPiEUi","In",0.749875442
